7547
7515
7060
4935
4760
4757
4683
4422
3996
3661
3370
3300
2745
2596
2585
2585
2500
2500
2147
2057
2050
1954
1856
1800
1600
1598
1590
1470
1130
1000
800
695
661
637
630
605
604
601
600
597
589
564
531
519
512
499
488
469
441
430
429
420
414
400
400
392
392
390
390
385
372
365
358
310
