0,0
0.4,0.130434783
0.4,0.086956522
0.4,0.043478261
0.5,0.173913043
0.6,0.217391304
0.7,0.260869565
1,0.347826087
1,0.304347826
1.1,0.391304348
2.2,0.434782609
2.6,0.47826087
2.8,0.565217391
2.8,0.52173913
2.9,0.608695652
3,0.652173913
3.7,0.695652174
4,0.739130435
9,0.782608696
10.8,0.826086957
12.1,0.869565217
14.5,0.913043478
19.7,0.956521739
20,1
