7.31
2.6
4.87
2.89
5.16
0.48
3.29
1.62
2.65
1.51
4.4
2.11
1.26
6.2
36.1
20.1
5.8
13.0
4.9
19.0
9.8
9.9
12.1
15.3
9.1
12.1
39.0
15.0
5.0
14.0
2.0
4.0
26.0
7.3
17.6
7.2
8.0
10.3
7.8
6.7
6.9
19.2
15.5
14.3
6.0
10.4
12.9
18.2
10.0
19.0
11.6
4.0
4.3
6.5
3.2
9.7
1.0
3.2
2.2
4.3
4.4
15.0
13.4
